name,longitude,latitude,geometry,nearest_tract_index,nearest_tract,distance_to_nearest_tract
NEX2U MARKET LLC,-73.963328904,40.761704049,POINT (-73.963328904 40.761704048999995),3457,011000,51.76891060761473
3RD AVE FOOD CORP I,-73.982323471,40.739671085,POINT (-73.982323471 40.739671085000005),2659,006800,170.96130851827672
FASTRAC EG LLC,-75.259163759,43.088022402,POINT (-75.25916375900002 43.088022402),4918,020705,354.2555409035582
DOLGEN NEW YORK LLC,-79.091249359,42.59362653,POINT (-79.091249359 42.59362653),2808,015504,3599.8343222040594
AAMER DELI & GROCERY INC,-73.893662213,40.937985448,POINT (-73.893662213 40.937985448000006),1892,000502,216.85466865628408
HENG WAN MARKET INC,-74.005416787,40.63338738,POINT (-74.005416787 40.63338738),5308,021400,273.21993956187663
ROMA SAUSAGE INC,-75.193856161,43.090955188,POINT (-75.193856161 43.090955188),749,020802,490.8719745896299
BLUE SKY CHOPPED CHEESE DEL CORP,-73.938444124,40.7921664,POINT (-73.938444124 40.792166399999985),3585,018000,266.48054656017683
DAGOSTINOS MARKETS LLC,-73.964792971,40.755760987,POINT (-73.964792971 40.755760987),2685,009800,251.71559069786647
ROUSHAN ENTERPRISE INC,-73.273610004,40.732059479,POINT (-73.273610004 40.73205947899999),1917,145903,864.3087348206356
BIG CITY DELI GROCERY CORP,-73.889623365,40.935025371,POINT (-73.889623365 40.935025371),3036,001101,133.48004946159372
APNA FOOD & OIL CORP,-73.900195572,40.740548713,POINT (-73.900195572 40.740548713),2994,024700,202.02606178979192
DOLLAR TREE STORES INC,-73.461446386,40.730242965,POINT (-73.461446386 40.730242964999995),3843,520501,685.8226483349252
SIREN RETAIL CORPORATION,-74.006949598,40.683318749,POINT (-74.006949598 40.683318749),4986,005100,293.79944173285253
HUDSON EXPRESS MARKET INC,-78.88575728,42.897399148,POINT (-78.88575728 42.897399148),1859,007104,289.0970836992987
A PLUS CONVENIENCE STORES INC,-78.26892917,43.064741456,POINT (-78.26892917 43.064741456),872,950200,5225.329127559833
125 CONVENIENT INC,-73.812780033,40.675232313,POINT (-73.812780033 40.675232312999995),2996,017800,397.49144347010116
FULTON CORNER STORE CORP,-73.868556234,40.684804195,POINT (-73.868556234 40.684804195),3850,118400,91.04156696637413
RISSLIN HOLDINGS LLC,-78.132853582,42.739364273,POINT (-78.13285358200001 42.73936427300001),1497,970500,69.92812346387441
MEENU ENTERPRISES LLC,-73.767247355,42.2560388,POINT (-73.767247355 42.2560388),2939,001200,1260.523397077477
BOLLA OPERATING CORP,-73.724539212,40.766098346,POINT (-73.724539212 40.76609834600001),4161,150702,531.452137915785
QUICKCHEK CORPORATION,-73.957942191,42.048434271,POINT (-73.957942191 42.048434271),1179,950300,775.1880430430831
SAGARA & ANU CORP,-74.07973183,40.637680549,POINT (-74.07973183000001 40.637680549),4432,001100,276.2966871281594
KARAM SERVICE STATION INC,-73.868829149,40.856438079,POINT (-73.868829149 40.85643807900001),501,022401,159.89158176860758
NICE N EASY FOOD INC,-77.587171736,43.168134328,POINT (-77.587171736 43.168134328),2811,005500,173.87145432720453
G&K DELI GROCERY INC,-73.870211408,40.839035572,POINT (-73.870211408 40.83903557199999),496,021800,187.28177531610203
CENTROAMERICANA DELI CORP,-74.003650888,40.608067704,POINT (-74.003650888 40.60806770399999),5261,017800,152.0531850851074
GUTIERREZ DELI CORP,-73.44482714,40.732877804,POINT (-73.44482714 40.732877804000005),900,520402,393.0354734432362
15TH AVE FOOD CORP,-73.999672418,40.628704578,POINT (-73.999672418 40.628704578),5271,019200,68.6244986544495
AL TAWAKULL HALAL MEAT INC,-73.891604456,40.74708446,POINT (-73.891604456 40.74708445999999),2166,026501,188.0083835676682
BDBC GREENPORT INC,-72.361518206,41.102163545,POINT (-72.361518206 41.102163545),1784,170101,173.48703304450063
CIRCLE A 305 FOODS INC,-73.73579133,40.624335511,POINT (-73.73579133 40.62433551099999),1139,411200,680.228085948155
COUNTRY CORNERS DELI&GROCERY INC,-73.86126884,41.750456273,POINT (-73.86126884 41.75045627299999),1541,070301,2265.2254865178784
ELITE TN INC,-73.535649922,40.662040077,POINT (-73.535649922 40.66204007700001),839,415401,581.4078388866396
SARATOGA DRY AGED CUTS LLC,-73.808085548,42.934359091,POINT (-73.808085548 42.934359091000005),4254,061906,1759.6822223283748
DOORDASH ESSENTIALS LLC,-73.929034012,40.743052387,POINT (-73.929034012 40.743052387),3965,017902,267.92297983584615
NEW FAMILY MEAT MARKET INC,-73.91697061,40.80785682,POINT (-73.91697061 40.80785681999999),631,002702,311.710672979382
LUNA 5 STAR MINIMARKET CORP,-73.802442799,40.69077232,POINT (-73.802442799 40.69077232),2870,019800,122.88421429337087
411 CONVENIENCE INC,-75.918251917,43.976303644,POINT (-75.918251917 43.97630364399999),3957,062100,1067.6204527015555
STONE AVE 99 INCORPORATED,-73.906345374,40.668355716,POINT (-73.906345374 40.668355716),5126,090600,289.77157829130863
SERENE GREEN INC,-72.325724802,40.989642378,POINT (-72.325724802 40.98964237799999),368,190711,1904.5404823454667
HANA GROUP OPS LLC,-73.88815662,40.916764325,POINT (-73.88815662 40.91676432500001),3285,001301,503.12976428724124
LOE APPLE GROCERY & PRODUCE INC,-73.84332,40.854149065,POINT (-73.84332 40.854149065),2590,029600,197.54486612688243
DOLGEN NEW YORK LLC,-74.957988986,42.660083581,POINT (-74.957988986 42.660083581),1734,590201,4944.820725430703
LA MEXICANISIMA CORP,-74.119805123,40.634238436,POINT (-74.11980512300002 40.634238436),3672,013301,168.8740442137588
MADISON SQUARE CONVIENENCE CORP,-73.998202483,40.745011447,POINT (-73.998202483 40.745011447),3578,009100,255.93952321008734
ALJAMALI HIZAM A,-78.866320066,42.865319132,POINT (-78.866320066 42.865319131999996),4330,000500,262.73659415966165
SONBYRNE SALES INC,-76.145859899,43.09913668,POINT (-76.145859899 43.099136679999994),1219,014000,321.00827688118017
JB GOURMET DELI CORP,-73.866131266,40.837524315,POINT (-73.866131266 40.837524314999996),5298,021601,110.40369811616854
SAKTI ENTERPRISE INC,-74.004684686,40.650638628,POINT (-74.004684686 40.650638628),5048,008200,254.78695510597564
S&S WOODMERE INC,-73.706916344,40.632217937,POINT (-73.706916344 40.632217937),3900,411400,343.2284684323777
MAKRO UZ INC,-73.973330359,40.611647028,POINT (-73.973330359 40.61164702799999),5069,043800,239.06792929031494
HUA TING INC,-73.829186602,40.747237597,POINT (-73.829186602 40.74723759699999),4160,079900,155.36928325635236
413 BROOKLYN DELI & GRILL CORP,-73.937312399,40.703123808,POINT (-73.937312399 40.703123807999994),5003,048900,165.98886149511725
LAKELAND WINERY INC.,-76.242854025,43.093081467,POINT (-76.242854025 43.093081467000005),5398,012800,906.6874157581748
2031 WEBSTER FOOD CORP,-73.899246824,40.850890601,POINT (-73.899246824 40.850890600999996),2725,037900,85.58016546460074
R-K DELI GROCERY CORP,-73.88396477,40.842026193,POINT (-73.88396477 40.842026193),742,035900,207.556943114757
SABA RESTAURANT CORP,-73.913056512,40.766043864,POINT (-73.913056512 40.76604386399999),3004,014300,133.48156516861312
WINS DEAL INC,-73.906713507,40.854816894,POINT (-73.906713507 40.854816893999995),532,024100,190.62918882643794
MAPLE HILL SYRUP FARMS LLC,-74.435759119,42.719460941,POINT (-74.435759119 42.719460940999994),482,740200,4036.224230127916
ECKERD CORP,-79.049673359,43.094972048,POINT (-79.049673359 43.094972048),2507,020900,510.8967932624894
TARGET CORPORATION,-75.2853329,43.0679316,POINT (-75.28533290000001 43.06793160000001),5198,025100,436.5163728359275
XIAN LI HU&PING KONG,-73.846569,40.723503,POINT (-73.846569 40.723503),4146,073900,195.18991267254364
US FOOD CORP,-73.4842909,40.717637241,POINT (-73.4842909 40.717637241),1145,520300,756.3737801187492
WALGREEN EASTERN CO INC,-72.943901212,40.944898957,POINT (-72.943901212 40.944898957),1712,158318,1375.2386732167545
GREEN PRODUCT MARKET INC,-74.008097488,40.637109615,POINT (-74.008097488 40.637109614999986),2486,010401,118.81847865697755
163RD DELI GROCERY CORP,-73.917447791,40.827084445,POINT (-73.917447791 40.827084445000004),667,017300,117.2519543061678
AHMON FOOD INC,-73.848274291,40.846582218,POINT (-73.848274291 40.846582217999995),5242,028600,291.9964806442138
GIFT&CARD GALLERY OF NEW CITY INC,-73.989981596,41.139601148,POINT (-73.989981596 41.13960114799999),3486,010804,638.7335204079421
AMAZON RETAIL LLC,-74.014695303,40.713919741,POINT (-74.014695303 40.713919741000005),3595,002100,395.03030277185866
WAKKA USA INC,-73.824379581,40.989346859,POINT (-73.824379581 40.989346859),3368,002105,896.5954794491544
TRADER JOES EAST INC,-73.307491081,40.840304341,POINT (-73.307491081 40.84030434099999),3705,111804,777.5075673675345
FLUSHING FOOD MARKET INC,-73.949304723,40.696592294,POINT (-73.949304723 40.696592294000006),4982,025500,189.49872289099972
JEANNIES DELI CORP,-73.999798398,40.743202591,POINT (-73.999798398 40.743202591),2678,008700,259.4410783720396
WELCOME ORIENTAL MARKET INC,-73.872975523,41.643512451,POINT (-73.872975523 41.64351245099999),209,080201,2339.5578313785254
MY LUCKY DELI INC,-73.804813704,40.726845558,POINT (-73.804813704 40.726845557999994),4220,124100,202.67368669421137
786 MEAT LLC,-73.510050081,40.757149407,POINT (-73.510050081 40.75714940699999),1044,519200,617.0253824095734
COREYS PICKLES LLC,-74.237185847,41.527383714,POINT (-74.237185847 41.527383714),1640,010601,2607.8816017039458
REALI-GRAZIANO INC,-73.79186752,40.752808294,POINT (-73.79186752 40.75280829399999),2946,145900,155.66269986599866
ALSADI MEAT HALAL & GROCERY CORP,-73.867045983,40.847234456,POINT (-73.867045983 40.847234455999995),2558,023600,238.66254947316685
EAST BRANCH ORGANICS LLC,-73.787951511,44.252935057,POINT (-73.787951511 44.252935056999995),1954,960902,10834.807367490577
GENOVESE DRUG STORES INC,-72.521635775,40.878583445,POINT (-72.521635775 40.87858344499999),3076,190603,2181.726019150129
96 MEAT & PRODUCE CORP,-73.871582939,40.757167596,POINT (-73.871582939 40.757167596),3027,037700,294.3402074843529
CASILDA INC,-73.405589021,40.844033994,POINT (-73.405589021 40.84403399399999),1807,111201,253.0551824169042
NEAL RAJ INC,-74.150511638,41.115292372,POINT (-74.150511638 41.11529237199999),5158,011902,638.5351103909934
1 GOURMET DELI 65 CORP,-73.898587336,40.743231592,POINT (-73.898587336 40.743231592),2994,024700,128.5121577874643
LADERACH USA INC/ LADERACH SMITH HAVEN N,-73.129735139,40.863409643,POINT (-73.129735139 40.863409643),1698,158107,1320.3230187267072
FRESH & TASTY SUSHI INC,-73.104449225,40.942080104,POINT (-73.104449225 40.94208010399999),333,159700,877.3611456624756
MARIO DELI & GROCERY CORP,-73.897150678,40.915324721,POINT (-73.897150678 40.915324721000005),1898,001305,172.3433948497398
URBAN DELI & CONVENIENCE CORP,-73.788936117,40.726510156,POINT (-73.788936117 40.726510155999996),3013,133900,254.09594320007645
ROCKAWAY GOURMET & GROCERY CORP,-73.904203714,40.646656142,POINT (-73.904203714 40.646656142),4542,097000,274.60534782011155
KCI&JOHNS DELI&GROCERY INC,-73.988488779,40.593019002,POINT (-73.988488779 40.59301900199999),4614,030600,287.25766008564403
PRINCE FOOD CORP,-73.879188594,40.840938474,POINT (-73.879188594 40.84093847399999),743,036100,150.3562885405672
DOLGEN NEW YORK LLC,-78.013279698,42.869641931,POINT (-78.013279698 42.869641931),823,951300,6453.594482640965
CVS ALBANY LLC,-73.499780993,40.764206592,POINT (-73.499780993 40.764206591999994),1072,519801,1136.814376945799
CVS ALBANY LLC,-73.784045863,42.247473585,POINT (-73.784045863 42.247473584999995),2972,001300,347.48753555225284
MIDORI LLC,-76.464251101,42.437854811,POINT (-76.464251101 42.437854810999994),953,000300,1106.590813462231
RITE AID OF NEW YORK INC,-78.808958344,42.841329916,POINT (-78.808958344 42.841329916),4331,000700,486.3971911297869
PEMM LLC,-77.563834171,43.126237887,POINT (-77.563834171 43.126237887),438,012700,445.2481715920578
DOLGEN NEW YORK LLC,-73.68012263,42.768085337,POINT (-73.68012263 42.76808533700001),4454,040200,539.1454700583865
MILLER LOVINA,-79.617265584,42.03924825,POINT (-79.617265584 42.03924824999999),245,036700,3656.020247681294
SANJHA BAZAAR LLC,-73.284552495,40.842579189,POINT (-73.284552495 40.842579189),1794,135201,1281.9908404283874
CROSBY DELI & GROCERY INC,-73.829850449,40.842088093,POINT (-73.829850449 40.842088093),2573,026400,191.77829395420318
AAROHI CORPORATION,-74.068498571,41.581956591,POINT (-74.068498571 41.581956590999994),1336,010101,2567.93010526969
BRIGHTON GOURMET DELI INC,-73.961166793,40.577503136,POINT (-73.961166793 40.57750313599999),4682,036002,126.80653476198015
LYRICS GAS CORP,-73.852968346,41.291987454,POINT (-73.85296834600001 41.291987454),2823,014704,1680.4275925428374
MATTY FOOD MART LLC,-78.83466321,43.063559692,POINT (-78.83466321 43.06355969199999),193,022716,831.8915376939531
1086 LUNA DELI GROCERY CORP,-73.905027823,40.826990148,POINT (-73.905027823 40.826990147999986),198,018502,109.94767168149014
FAMILY DOLLAR STORES OF NEW YORK LLC,-73.762756667,40.691818339,POINT (-73.762756667 40.691818339),2047,039800,350.5551934872159
H&A GROCERY DELI INC,-78.848295789,42.931119293,POINT (-78.848295789 42.931119292999995),4210,005201,464.237323792857
RODRIGUEZ EDWARD A,-74.078357366,40.638377127,POINT (-74.078357366 40.638377127),4432,001100,366.99417500816963
BROADWAY SEAFOOD LLC,-78.837371822,42.893040433,POINT (-78.837371822 42.893040433),129,001602,464.7617538032312
CANAAN GENERAL STORE LLC,-73.413224599,42.393637841,POINT (-73.413224599 42.39363784099999),2955,000200,3778.594674974936
LOS DOS CARNALES DELI GRCY INC,-73.871853172,40.878536799,POINT (-73.871853172 40.878536798999995),737,042902,234.17576174770184
SAUNDERSKILL FARM MARKET LLC,-74.238205372,41.791464399,POINT (-74.238205372 41.791464399),1112,955002,1740.062820735826
P&B CONVENIENCE LLC,-73.426313192,40.868284684,POINT (-73.426313192 40.868284684),1788,110901,487.4790247887329
LARA MINI MARKET CORP,-73.897899852,40.833343254,POINT (-73.897899852 40.83334325399999),553,015100,255.52747445901844
ITALIAN AMERICAN OLD FASHION BAKERY INC,-73.6204317,40.857521482,POINT (-73.6204317 40.857521482),2327,517202,745.6531044731905
SPEEDWAY LLC,-78.876838181,42.928318522,POINT (-78.876838181 42.928318522),1395,006302,385.3748912841205
US CONVENIENCE MART INC,-74.044646944,41.111034281,POINT (-74.044646944 41.11103428099999),4142,012404,446.40438038435065
SENECA SIGNATURE SCENTS LLC,-76.873555946,42.381167539,POINT (-76.873555946 42.381167539),217,950400,5705.259392998175
SANTANA GROCERY CORP,-73.878450568,40.671743765,POINT (-73.878450568 40.671743765),3854,119400,147.90702270125345
PRODUCTOS CENTROAMERICANOS CORP,-73.90664553,40.812583794,POINT (-73.90664553 40.812583794),633,003500,247.8741210199841
AAYAN ERIN SAFI CORPORATION,-77.584987328,43.141941341,POINT (-77.584987328 43.14194134099999),2794,003700,418.9956376578313
EL NUEVO RENACER DELI GROCERY CORP,-73.93680345,40.842396841,POINT (-73.93680345 40.842396840999996),3686,025300,143.88733985367665
TARGET STORES,-74.167472252,40.574861118,POINT (-74.167472252 40.57486111800001),1820,027702,665.6182623791082
YANKEE DELI INC,-73.977298939,40.726669287,POINT (-73.977298939 40.726669287),2622,002800,46.39538743787787
KSSWINE LLC,-73.990983737,40.714433343,POINT (-73.990983737 40.714433343),2605,001600,256.45161270282546
FC 5 INC,-73.957951159,40.647162618,POINT (-73.957951159 40.64716261799999),530,051001,192.21389661087645
POWER 7 MARKET INC,-74.009409088,40.639297837,POINT (-74.009409088 40.639297836999994),2471,010601,193.5669358233177
2965 GAS CORP,-73.974674984,40.590567631,POINT (-73.974674984 40.59056763099999),4597,038600,201.1835778599805
WILLY DELI GROCERY CORP,-73.998828695,40.676625762,POINT (-73.998828695 40.67662576199999),3275,006500,277.91921419651175
NUTTOS PEANUT&PPCRN SPPLY CO INC,-78.762613879,42.82928839,POINT (-78.762613879 42.82928839),596,011700,1164.4264810885536
AGING YOUNG REBELS LLC,-73.955050099,40.722479006,POINT (-73.955050099 40.72247900600002),4965,051700,208.26593135176566
RIVINGTONS ORCHARD LLC,-73.989114405,40.720107681,POINT (-73.989114405 40.720107681),2606,001800,187.46636414845943
LADERACH USA INC/ LADERACH WOODBURY COMM,-74.123296437,41.317557586,POINT (-74.123296437 41.31755758599999),1555,013900,2682.1540886462667
SPEEDWAY LLC,-73.962874941,41.714408431,POINT (-73.962874941 41.71440843100001),2640,953600,404.8699201571526
EMPIRE MART INC,-73.681104776,42.753776159,POINT (-73.681104776 42.753776159),4452,040300,665.4279293759893
OCOA FAMILY GROCERY CORP,-73.906330957,40.668289331,POINT (-73.906330957 40.668289331),5126,090600,295.71086332773336
PREMIUM COFFEE OF WNY LLC,-78.845733189,42.817104833,POINT (-78.845733189 42.81710483300001),1591,017400,757.0863384622866
TRADER JOES COMPANY,-78.822262855,42.998469939,POINT (-78.82226285500002 42.998469938999996),1797,007902,1403.5153508062028
MR GREEN JUICE BAR & GRILL INC,-73.807110933,40.701663681,POINT (-73.807110933 40.70166368100001),1451,024000,248.1218523333729
DLM CAYUGA REAL ESTATE LLC,-79.035719838,43.170696214,POINT (-79.035719838 43.170696213999996),4976,024401,393.7427216967451
1390 DELI GROCERY CORP,-73.897732298,40.83272425,POINT (-73.897732298 40.83272424999999),553,015100,192.70247144195338
GOM MINI MARKET CORP,-73.899786618,40.664041634,POINT (-73.899786618 40.664041634),1093,113200,314.93887166653667
J&C FISH MARKET INC,-73.806352454,40.674954998,POINT (-73.806352454 40.67495499799999),2231,018000,121.77738649236998
FRESH FOOD USA INC,-73.962438579,40.649575978,POINT (-73.962438579 40.649575977999994),4916,051002,197.6262599352066
DERLYN FOOD CORP,-73.904296921,40.869949833,POINT (-73.904296921 40.86994983299999),3167,026701,266.98419131842894
JORDAN DELI GROCERY INC,-73.921538831,40.831113751,POINT (-73.921538831 40.831113751000004),5241,019500,109.01927483503468
DORTONI BAKERY AND CAFE INC,-73.071263737,40.945710252,POINT (-73.071263737 40.945710252),1918,158206,504.9308987016505
UNITED REFINING CO OF PA INC,-76.231975991,43.459228437,POINT (-76.231975991 43.45922843699999),3490,020400,2164.4121567765083
HEALTHY MEALS DIRECT LLC,-73.528430254,40.769277686,POINT (-73.52843025400001 40.76927768599999),1042,518900,1018.8992275754173
BHAKTI 169 INC,-73.796617041,40.764809838,POINT (-73.796617041 40.764809838),4327,117500,370.9650112386705
CVS ALBANY LLC,-73.993607775,40.735713235,POINT (-73.993607775 40.735713235000006),2654,006100,247.5201566278483
MOUNT EVEREST MARKET & DELI INC,-73.905869952,40.700274506,POINT (-73.90586995200002 40.70027450600001),4040,055300,157.74656659690748
JAS&PAM LLC,-78.257888862,42.9011472,POINT (-78.257888862 42.9011472),2307,970201,5784.59485619032
236 PROSPECT MARKET LLC,-73.981295765,40.659521399,POINT (-73.981295765 40.65952139899999),5182,016900,25.405639029490327
DOLGEN NEW YORK LLC,-76.151937785,43.048480648,POINT (-76.151937785 43.048480648),3379,003200,147.61629650128256
SUBNARAIN KAMAL,-74.00559616,40.728073297,POINT (-74.00559616 40.728073297),2658,006700,291.9291853566547
WAL-MART STORES EAST LP,-72.896021862,40.846196693,POINT (-72.896021862 40.846196693),1745,159407,1722.0276723939257
CHAPILANDIA DELI CORP,-73.879408116,40.747988993,POINT (-73.879408116 40.747988993),4197,027102,149.6843914263857
C&C FARM BRONX INC,-73.868044938,40.865575066,POINT (-73.868044938 40.865575066),4845,033601,232.29286551609067
HOMELAND FOOD 1 CORP,-73.9321095,40.683957078,POINT (-73.9321095 40.683957077999985),4766,029500,71.24459865602041
BRAVE DELI GROCERY INC,-73.866588163,40.871291315,POINT (-73.86658816300002 40.871291315),4848,033802,108.89437771284688
192 STATION MART CORP,-73.789761902,40.76121748,POINT (-73.789761902 40.76121747999999),4328,118100,278.39629351811976
SAYLON DELI CORP,-73.915830922,40.838038167,POINT (-73.915830922 40.838038167),5012,022102,47.68463006223913
RCC DELI FOOD CORP,-73.922180298,40.81829317,POINT (-73.922180298 40.818293170000004),3737,006500,108.629010162099
SPEEDWAY LLC,-77.08497051,42.962451392,POINT (-77.08497051 42.962451392),4310,050402,3493.7763946241607
HONG JIK JUNG,-73.669841678,40.651463582,POINT (-73.669841678 40.651463582),3905,411901,541.436770104112
NEW HOLLYWOOD CARWASH INC,-73.970951491,40.645954325,POINT (-73.970951491 40.645954325),2473,050402,201.08908040318184
EAST 110 CANDY GROCERY CORP,-73.944407009,40.79505099,POINT (-73.944407009 40.79505099),3629,017200,149.0640632988536
ALDI INC,-73.931797526,40.795479054,POINT (-73.931797526 40.795479054),107,017800,188.7209676074175
BUFFALO HALAL SWEETS & ROTI HOUSE,-78.837371822,42.893040433,POINT (-78.837371822 42.893040433),129,001602,464.7617538032312
ALDI INC,-75.276328975,43.112871979,POINT (-75.276328975 43.11287197899999),5007,023300,198.05371144824733
JAV 4 FOODS LLC,-72.192074429,40.964842868,POINT (-72.192074429 40.964842868),388,200904,1412.038320765265
WRAP & GOO DELI GROCERY CORPORATION,-73.961515144,40.60508735,POINT (-73.96151514400002 40.60508734999999),5036,055600,278.5579197010311
GP EXPRESS WEST INC,-78.887031497,42.911152678,POINT (-78.887031497 42.91115267799999),241,006901,401.48688779220504
DOUGLASS DISCOUNT INC,-73.942836911,40.821906398,POINT (-73.942836911 40.821906398),3670,025900,150.78109850473194
TRADER JOES EAST INC,-73.946140052,40.745802112,POINT (-73.946140052 40.745802112),3964,001901,150.09988158652448
5 BOROUGHS BREWERY INC,-74.014493466,40.650495137,POINT (-74.014493466 40.650495137),5226,002000,298.2360115852098
SELENAS GOURMET LLC,-73.924642592,40.754728356,POINT (-73.92464259200001 40.75472835600001),2217,015700,231.54338372878055
DELI DELIGHT AND GROCERY CORP,-73.97842773,40.720655271,POINT (-73.97842773 40.72065527099999),2609,002202,238.79301787817397
131-21 STOP ONE DELI&GRCRY CORP,-73.751110432,40.683578803,POINT (-73.751110432 40.68357880300001),2392,062600,310.4496280584788
STEWARTS SHOPS CORP,-73.92133448,43.087241418,POINT (-73.92133448 43.087241418000005),3345,061401,4923.490157871705
965 A & A DELI GROCERY CORP,-73.857410985,40.847766791,POINT (-73.857410985 40.84776679099999),768,024400,171.2463741580631
GOLDEN DELI GROCERY CORP,-73.937953363,40.812633792,POINT (-73.937953363 40.81263379199999),140,021200,153.19803283543354
PATTYS VARIEDADES CORP,-73.625807266,40.710445317,POINT (-73.625807266 40.710445316999994),3200,406801,148.226889934029
PRICE CHOPPER OPERATING CO INC,-73.887465388,42.215219476,POINT (-73.887465388 42.21521947600001),1381,081001,2108.9145757236656
MARSHALL BROTHERS INC,-76.569486566,42.89397577,POINT (-76.569486566 42.893975769999976),2071,041101,2748.2239787803137
DOLLAR TREE STORES INC,-72.923121309,40.888160607,POINT (-72.923121309 40.888160607),3702,158403,1162.6847806658418
SUMMERHILL BREWING LLC,-76.294152614,42.640892166,POINT (-76.29415261400001 42.640892166),958,002200,6869.667171956144
SHAKESPEARE DELI & GROCERY INC,-73.923290229,40.836017207,POINT (-73.923290229 40.83601720699999),487,019900,198.938557225747
UNITED REFINING CO OF PA INC,-77.754183504,43.102815958,POINT (-77.754183504 43.102815958),652,014501,1767.8005933067934
DOLGEN NEW YORK LLC,-73.917111845,41.700179103,POINT (-73.917111845 41.700179102999996),1021,221100,117.61053113227888
MICHNO JACEK,-73.661516269,41.00869556,POINT (-73.661516269 41.00869555999999),15,008100,289.97198218504815
CUMBERLAND FARMS INC,-73.487798854,43.414296421,POINT (-73.487798854 43.414296421),33,081002,3293.696308226432
M&A CARIBBEAN MARKET LLC,-73.747404708,40.715742051,POINT (-73.747404708 40.715742051),4002,054200,377.90371764014503
DON BOSCO GOLUMBA INC,-73.955871022,40.594914696,POINT (-73.955871022 40.59491469599999),4947,058600,113.3011013569068
INTERNATIONAL FARM II CORP,-73.733744455,40.950130551,POINT (-73.733744455 40.950130550999994),8,007401,902.9858595681346
7 ELEVEN INC,-73.849741268,40.913316075,POINT (-73.849741268 40.91331607499999),4908,003500,243.10756004984094
413 DELI CORP,-73.887820111,40.853500599,POINT (-73.887820111 40.85350059899999),2732,039100,72.36786987539875
AMERICAN FLAG DELI&GROCERY INC,-73.810539466,40.726112142,POINT (-73.810539466 40.726112142),1453,077908,271.95402295506943
AJUMANI INC,-74.031415188,40.637515802,POINT (-74.031415188 40.637515802),4612,003000,255.78015610257987
LICHI BREWING CORP,-74.370492843,41.46231649,POINT (-74.370492843 41.46231649),1656,011302,963.0368925683225
DCON DISCOUNT INC,-73.853386505,40.899445894,POINT (-73.853386505 40.899445894),3181,043400,163.05892702774855
SPEEDWAY LLC,-73.563094704,40.77916326,POINT (-73.563094704 40.77916325999998),965,518501,1199.5722908073042
PURE NATURAL ORGANIC MARKET CORP,-73.925210691,40.772119486,POINT (-73.925210691 40.77211948600001),2747,006900,266.03479445479087
RAYEN DISCOUNT INC,-73.88463264,40.874091792,POINT (-73.88463264 40.874091792000016),726,041300,47.575355588681504
ETKA OIL INC,-74.186939222,41.561127981,POINT (-74.186939222 41.561127981),1644,010702,304.8573045459078
PARKKSIDE DELI CORP,-73.864616237,41.015405357,POINT (-73.864616237 41.01540535699999),1362,010500,569.3413264127889
FERS GRILL DELI INC,-73.889430861,40.872798674,POINT (-73.88943086100001 40.872798674),2740,040701,152.35744291591794
HANA MART NY CORP,-73.987386643,40.747855385,POINT (-73.987386643 40.747855385),2673,007600,32.85472105367135
EASY BUY STORE INC,-73.85401556,40.692874333,POINT (-73.85401556 40.692874333),2874,001400,266.0293385055618
BERRY FRESH FARM INC,-73.904495069,40.770304008,POINT (-73.904495069 40.770304008),2207,013700,152.12004147811996
SAIKRUPA ENTERPRISES INC,-74.013641781,41.19333996,POINT (-74.013641781 41.193339959999996),3620,010504,1341.2583417457208
DOLLAR TREE STORES INC,-73.920107369,40.757389758,POINT (-73.920107369 40.757389757999995),2748,015900,232.0858159995685
POSPESEL-ALLEN WENDY,-77.873850594,42.724801513,POINT (-77.873850594 42.724801513),242,030900,165.71433689445016
DOLGEN NEW YORK LLC,-76.311852124,42.165950763,POINT (-76.311852124 42.165950763000005),3830,020200,7514.529740327121
FASTRAC MARKETS LLC,-75.250349853,43.087174824,POINT (-75.250349853 43.08717482400001),4918,020705,602.572400930931
DOLGEN NEW YORK LLC,-75.309659278,44.164913606,POINT (-75.30965927800001 44.164913606),229,492600,17440.316139813585
797 FOUR SEASONS DELI CORP,-73.940794745,40.701103853,POINT (-73.940794745 40.701103853),4719,028501,216.0374203089985
WALES DELI GROCERY CORP,-73.906280414,40.814750265,POINT (-73.906280414 40.81475026500001),472,007900,165.83569680955796
"SHAIBI,YASEEN A & SHAIBI, TAHA A",-73.864001592,40.854534591,POINT (-73.864001592 40.85453459099999),5300,022800,122.46517467133512
AMSTERDAMS FOREST AVE DELI CORP,-74.177762547,42.946072692,POINT (-74.177762547 42.946072692),1875,070600,404.6455792195972
SANBRA AFRICAN MARKET LLC,-73.886284378,40.843170239,POINT (-73.886284378 40.843170238999996),745,036502,156.30029307739355
BARNWOOD INC,-72.968210081,40.877212375,POINT (-72.968210081 40.877212375000006),1849,158705,1412.2841646596685
KPH HEALTHCARE SERVICES INC,-75.931295667,43.983952004,POINT (-75.931295667 43.98395200399999),3950,061500,711.7688688667438
MIRABITO HOLDINGS INC,-75.413654221,42.055282496,POINT (-75.413654221 42.055282496),1415,012400,6939.4927704769
BJS WHOLESALE CLUB INC,-73.721585513,40.660780068,POINT (-73.721585513 40.660780067999994),1136,410900,610.7738923762143
