County,median_income,white_pop,black_pop,asian_pop,hispanic_pop,tract,total_pop,white_percent,black_percent,asian_percent,hispanic_percent,county_tract,tract_y,nearest_store,distance_to_nearest_store,nearest_store_name
KINGS,103750.0,2305.0,71.0,104.0,189.0,5202,2669.0,86.36193330835519,2.660172349194455,3.896590483327088,7.081303859123267,KINGS_5202,5202,1061,920.7915377589898,NASEB FOODS INC
KINGS,125357.0,1715.0,402.0,58.0,463.0,5301,2638.0,65.01137225170584,15.238817285822591,2.1986353297952994,17.55117513267627,KINGS_5301,5301,5272,664.8450774449068,ROGERS STEPHEN A
KINGS,119205.0,44.0,0.0,5.0,47.0,5302,96.0,45.83333333333333,0.0,5.208333333333334,48.95833333333333,KINGS_5302,5302,2170,936.9018815386404,FAL COFFEE ROASTERS LLC
KINGS,74874.0,2404.0,129.0,448.0,406.0,5400,3387.0,70.9772660171243,3.8086802480070863,13.227044582226158,11.987009152642456,KINGS_5400,5400,10228,477.7467773756782,R&S MARINE AVENUE CORP
KINGS,67443.0,1602.0,387.0,467.0,337.0,5601,2793.0,57.35767991407089,13.856068743286787,16.720372359470105,12.065878983172215,KINGS_5601,5601,10228,500.4638050870995,R&S MARINE AVENUE CORP
KINGS,77348.0,1351.0,16.0,147.0,347.0,5602,1861.0,72.59537882858677,0.8597528210639441,7.898979043524987,18.645889306824287,KINGS_5602,5602,10228,628.5938997716988,R&S MARINE AVENUE CORP
KINGS,67656.0,2279.0,23.0,280.0,577.0,5800,3159.0,72.14308325419437,0.7280785058562836,8.863564419119975,18.26527382082937,KINGS_5800,5800,8218,79.46287586080356,MARUTI 9116 CORP
KINGS,86167.0,888.0,145.0,25.0,259.0,5900,1317.0,67.42596810933941,11.009870918754745,1.8982536066818527,19.665907365223998,KINGS_5900,5900,7053,164.11335917379597,LA NEWYORKINA LLC
KINGS,85352.0,2319.0,0.0,317.0,1402.0,6000,4038.0,57.42942050520059,0.0,7.850421000495294,34.72015849430411,KINGS_6000,6000,136,22.32375284634224,SAM DELI & CONVENIENCE STORE INC
KINGS,68722.0,1729.0,51.0,446.0,381.0,6200,2607.0,66.32144227080936,1.9562715765247407,17.10778672803989,14.614499424626008,KINGS_6200,6200,10021,37.98233196809699,JIMY CANDY GROCERY INC
KINGS,156397.0,1788.0,29.0,114.0,256.0,6300,2187.0,81.75582990397805,1.3260173754000917,5.212620027434842,11.705532693187012,KINGS_6300,6300,22031,89.74772492140042,NEW CARROLL GROCERY & DELI CORP
KINGS,93938.0,2700.0,26.0,250.0,307.0,6400,3283.0,82.24185196466647,0.7919585744745659,7.614986293024673,9.351203167834298,KINGS_6400,6400,3912,21.32922119642546,TONYS BARGAINS & CLOSEOUTS INC
KINGS,173087.0,5325.0,103.0,262.0,629.0,6500,6319.0,84.26966292134831,1.6300047475866437,4.146225668618452,9.95410666244659,KINGS_6500,6500,2619,66.33532176511983,BUSH DELI CORP
KINGS,75609.0,2719.0,122.0,594.0,832.0,6600,4267.0,63.72158425123037,2.859151628779001,13.92078743848137,19.49847668150926,KINGS_6600,6600,3166,22.11847458399784,M PERRICONE LLC
KINGS,193750.0,3581.0,47.0,133.0,253.0,6700,4014.0,89.21275535625311,1.1709018435475833,3.3134030891878425,6.30293971101146,KINGS_6700,6700,7188,161.2270358069253,PANE CALDO INC
KINGS,65964.0,2463.0,259.0,756.0,1689.0,6800,5167.0,47.66789239403909,5.012579833559125,14.631314108767176,32.6882136636346,KINGS_6800,6800,21308,17.43964290124209,COSENTINOS FISH MARKET INC
KINGS,128411.0,1554.0,22.0,123.0,168.0,6901,1867.0,83.23513658275307,1.1783610069630424,6.588109266202463,8.998393144081414,KINGS_6901,6901,18697,23.82731927704996,LOS PAISANOS MEAT MKT INC
KINGS,210000.0,1738.0,50.0,98.0,178.0,6902,2064.0,84.20542635658916,2.422480620155039,4.748062015503876,8.624031007751938,KINGS_6902,6902,744,66.92179529391856,JJJ FISH INC
KINGS,78565.0,1723.0,97.0,363.0,405.0,7000,2588.0,66.57650695517773,3.74806800618238,14.026275115919628,15.649149922720248,KINGS_7000,7000,18945,77.73599517361271,STAR 6636 CORP
KINGS,42526.0,1357.0,1933.0,238.0,1334.0,7100,4862.0,27.910324969148498,39.7573015220074,4.895104895104895,27.437268613739203,KINGS_7100,7100,2264,95.79539521547706,GOWANUS MARKET CORP
KINGS,46094.0,704.0,63.0,344.0,1311.0,7200,2422.0,29.06688687035508,2.601156069364162,14.203137902559869,54.12881915772088,KINGS_7200,7200,8320,73.6571664491256,6122 4TH AVE FOOD CORP
KINGS,65750.0,1418.0,65.0,1671.0,3237.0,7400,6391.0,22.18745110311375,1.017055233922704,26.146143013612893,50.64935064935064,KINGS_7400,7400,9010,12.266431208331882,VILLAGE FRUIT INC
KINGS,139911.0,3696.0,163.0,313.0,739.0,7500,4911.0,75.2596212583995,3.319079617185909,6.373447363062512,15.047851761352064,KINGS_7500,7500,20025,151.79442968218925,CARROLL GARDENS DELI & GRILL CORP
KINGS,59583.0,2092.0,205.0,1219.0,3450.0,7600,6966.0,30.031581969566467,2.942865345966121,17.4992822279644,49.52627045650301,KINGS_7600,7600,13802,50.22242766112328,FINEST DELI & GRILL CORP
KINGS,175469.0,4900.0,199.0,500.0,534.0,7700,6133.0,79.89564650252731,3.244741562041415,8.152616990053808,8.706994945377467,KINGS_7700,7700,8279,36.49904475959076,KABIRS BAKERY INC
KINGS,56435.0,2536.0,106.0,398.0,3878.0,7800,6918.0,36.65799363978029,1.532234749927725,5.753107834634287,56.0566637756577,KINGS_7800,7800,15400,18.50215378859656,AGUILAR MARTINEZ RUFINO
KINGS,66768.0,2056.0,69.0,249.0,2433.0,8000,4807.0,42.77095901809861,1.4354066985645932,5.179945912211358,50.61368837112544,KINGS_8000,8000,1264,90.27086774693056,YAFA NEWSSTAND&DELI INC
KINGS,42679.0,1066.0,458.0,422.0,2159.0,8200,4105.0,25.96833130328867,11.157125456760047,10.28014616321559,52.59439707673569,KINGS_8200,8200,14503,37.16928430136723,4TH AVENUE SUNSET DELI & GROCERY INC
KINGS,71546.0,1633.0,217.0,229.0,2707.0,8400,4786.0,34.120351023819474,4.534057668198913,4.784788967822816,56.5608023401588,KINGS_8400,8400,17369,15.2948526092662,NAVARRO JOSE L
KINGS,16206.0,795.0,4177.0,300.0,2717.0,8500,7989.0,9.951182876455125,52.284391037676805,3.755163349605708,34.009262736262365,KINGS_8500,8500,4876,118.56230487641253,RAMALLAH FOOD CORP
KINGS,70241.0,1008.0,503.0,515.0,712.0,8800,2738.0,36.81519357195032,18.371073776479182,18.809349890430973,26.00438276113952,KINGS_8800,8800,4724,106.98638585887916,VALENTINA GROCERY CORP
KINGS,63631.0,369.0,38.0,404.0,847.0,9001,1658.0,22.255729794933654,2.2919179734620023,24.36670687575392,51.08564535585042,KINGS_9001,9001,3396,104.54355122795523,SUSHI ROOM NY INC
KINGS,53712.0,220.0,46.0,399.0,839.0,9002,1504.0,14.627659574468083,3.0585106382978724,26.529255319148938,55.784574468085104,KINGS_9002,9002,23373,103.70286523016188,3902 DELI CORP
KINGS,70750.0,282.0,58.0,1528.0,252.0,9201,2120.0,13.30188679245283,2.7358490566037736,72.0754716981132,11.88679245283019,KINGS_9201,9201,18216,104.96867794966536,LUCKY 4216 GROCERY INC
KINGS,48571.0,1246.0,203.0,909.0,2147.0,9202,4505.0,27.658157602663707,4.506104328523863,20.17758046614872,47.65815760266371,KINGS_9202,9202,4363,106.79771646632877,LUCKY U CONVENIENCE INC
KINGS,40978.0,233.0,0.0,1712.0,605.0,9401,2550.0,9.137254901960784,0.0,67.13725490196079,23.72549019607843,KINGS_9401,9401,17119,90.10298132495905,C & Y GROCERY INC
KINGS,63344.0,760.0,66.0,1821.0,354.0,9402,3001.0,25.324891702765743,2.1992669110296568,60.67977340886371,11.796067977340886,KINGS_9402,9402,5024,108.25232866117706,JIAHE GROCERY INC
KINGS,63457.0,1930.0,244.0,2130.0,2352.0,9600,6656.0,28.99639423076923,3.6658653846153846,32.00120192307692,35.33653846153847,KINGS_9600,9600,22036,17.825459029922886,YUNIOR DELI & GROCERY INC
KINGS,55284.0,677.0,203.0,2586.0,3476.0,9800,6942.0,9.75223278594065,2.924229328723711,37.25151253241141,50.07202535292423,KINGS_9800,9800,17974,17.181044551878138,5001 XIN XIN GROCERY INC
KINGS,53500.0,918.0,156.0,2814.0,2166.0,10000,6054.0,15.163528245787909,2.576808721506442,46.4816650148662,35.777998017839444,KINGS_10000,10000,8356,16.184726421989048,LUCERO DELI GROCERY CORP
KINGS,92015.0,2125.0,173.0,182.0,2809.0,10100,5289.0,40.17772735866893,3.270939686141048,3.441104178483646,53.11022877670637,KINGS_10100,10100,22079,22.21430359291574,LIFE DELI & GRILL INC
KINGS,59188.0,693.0,58.0,3434.0,1039.0,10200,5224.0,13.265696784073508,1.110260336906585,65.73506891271057,19.888973966309344,KINGS_10200,10200,20869,31.418046800295077,WAN JIA GROCERY INC
KINGS,57243.0,190.0,70.0,2084.0,167.0,10401,2511.0,7.566706491437674,2.7877339705296693,82.99482277976902,6.65073675826364,KINGS_10401,10401,4229,104.71708903218592,CM SEAFOOD INC
KINGS,30881.0,207.0,0.0,1893.0,133.0,10402,2233.0,9.270040304523064,0.0,84.77384684281236,5.956112852664576,KINGS_10402,10402,908,114.51279404985722,NEW ZHONG HUA MARKET INC
KINGS,39306.0,139.0,42.0,2026.0,410.0,10601,2617.0,5.311425296140619,1.6048910966755827,77.41688956820786,15.666794038975926,KINGS_10601,10601,5191,108.58378014924504,LUCKY STAR MARKET INC
KINGS,58786.0,131.0,0.0,2008.0,0.0,10602,2139.0,6.124357176250585,0.0,93.87564282374942,0.0,KINGS_10602,10602,20257,107.5146927190868,C&Q FARM MARKET INC
KINGS,58750.0,189.0,26.0,1428.0,278.0,10801,1921.0,9.838625715773034,1.353461738677772,74.33628318584071,14.471629359708484,KINGS_10801,10801,3355,107.42757042923652,GUANG MING GROCERY INC
KINGS,49750.0,188.0,47.0,1855.0,302.0,10802,2392.0,7.859531772575251,1.9648829431438128,77.55016722408027,12.62541806020067,KINGS_10802,10802,22426,111.481015759413,DONG XU MARKET INC
KINGS,60083.0,1089.0,8.0,996.0,718.0,11000,2811.0,38.740661686232656,0.2845962290999644,35.432230522945574,25.54251156172181,KINGS_11000,11000,1708,11.50996125207304,LA REINA MORENA DELI&GROCERY CORP
KINGS,45833.0,3074.0,154.0,1662.0,1835.0,11200,6725.0,45.7100371747212,2.2899628252788107,24.71375464684015,27.28624535315985,KINGS_11200,11200,13807,59.6165787291728,969 FOOD CORP
KINGS,53148.0,1776.0,572.0,966.0,751.0,11400,4065.0,43.69003690036901,14.071340713407135,23.763837638376383,18.47478474784748,KINGS_11400,11400,6737,150.3786053544312,MILK 'N HONEY FROZEN PRODUCTS CORP
KINGS,42518.0,266.0,22.0,2811.0,430.0,11600,3529.0,7.537546047038821,0.6234060640408048,79.65429300085009,12.184754888070277,KINGS_11600,11600,602,134.34323791987393,YI JIE SHA GROCERY INC
KINGS,100167.0,1340.0,154.0,340.0,1209.0,11700,3043.0,44.03549129148866,5.060795267827801,11.1731843575419,39.73052908314163,KINGS_11700,11700,13287,118.32412092127323,LA TRAFILA LLC
KINGS,58571.0,147.0,12.0,1724.0,94.0,11800,1977.0,7.435508345978755,0.6069802731411229,87.202832574608,4.754678806272129,KINGS_11800,11800,16039,74.28748811050988,TESOLIFE SAVE INC
KINGS,151875.0,926.0,78.0,142.0,295.0,11901,1441.0,64.26092990978486,5.41290770298404,9.854267869535043,20.471894517696043,KINGS_11901,11901,18660,191.56413833199815,WHOLE FOODS MARKET GROUP INC
KINGS,63297.0,70.0,0.0,1018.0,215.0,12000,1303.0,5.372217958557176,0.0,78.12739831158864,16.500383729854182,KINGS_12000,12000,14331,79.08542039224417,FEI LONG MARKET INC
KINGS,110461.0,1618.0,96.0,96.0,569.0,12100,2379.0,68.01176965111392,4.03530895334174,4.03530895334174,23.917612442202607,KINGS_12100,12100,18026,21.940279867504103,KIROLOS INC
KINGS,50889.0,869.0,74.0,2598.0,2554.0,12200,6095.0,14.257588187038555,1.214109926168991,42.62510254306809,41.90319934372436,KINGS_12200,12200,12279,41.00344749745127,OSORIO ALICIA
KINGS,55625.0,986.0,131.0,1007.0,818.0,12600,2942.0,33.51461590754589,4.452753229095853,34.22841604350782,27.804214819850444,KINGS_12600,12600,15479,100.95180425335906,YEMENI HOUSE INC
KINGS,57829.0,1573.0,1601.0,248.0,881.0,12700,4303.0,36.5558912386707,37.2066000464792,5.763420869161051,20.474087845689056,KINGS_12700,12700,6822,132.7254585566389,PAPA FIRO GROCERY CORP
KINGS,55607.0,771.0,10.0,1252.0,299.0,12801,2332.0,33.06174957118353,0.4288164665523156,53.68782161234992,12.821612349914236,KINGS_12801,12801,2440,66.63635416634091,NEW HONG YUN GROCERY STORE INC
KINGS,200762.0,1604.0,272.0,221.0,483.0,12901,2580.0,62.17054263565891,10.542635658914728,8.565891472868218,18.72093023255814,KINGS_12901,12901,18876,98.30051495169236,ARENA DELI PLUS CORP
KINGS,133250.0,1828.0,453.0,204.0,445.0,12902,2930.0,62.38907849829352,15.460750853242322,6.96245733788396,15.187713310580206,KINGS_12902,12902,9295,70.32063939128521,G 200 GROCERY INC
KINGS,81160.0,2939.0,226.0,476.0,1092.0,13000,4733.0,62.09592224804563,4.774984153813649,10.057046270864143,23.072047327276568,KINGS_13000,13000,23503,31.286877947391936,HEMO COFFEE CORP
KINGS,139028.0,2613.0,526.0,339.0,488.0,13100,3966.0,65.88502269288956,13.262733232476046,8.547655068078669,12.304589006555725,KINGS_13100,13100,20740,64.69833789854655,186PS LLC
KINGS,86490.0,1223.0,74.0,857.0,284.0,13200,2438.0,50.16406890894175,3.0352748154224773,35.15176374077112,11.648892534864643,KINGS_13200,13200,2109,155.62956517615865,7201 FOOD CORP
KINGS,205556.0,3567.0,122.0,364.0,568.0,13300,4621.0,77.19108418091322,2.6401211858905,7.877082882492966,12.291711750703312,KINGS_13300,13300,22873,26.34831648044426,NFM PARK SLOPE LLC
KINGS,97351.0,2883.0,105.0,918.0,893.0,13400,4799.0,60.07501562825589,2.187955824130027,19.12898520525109,18.608043342362997,KINGS_13400,13400,13412,35.48279272897334,7324 NEIGHBORHOOD DELI INC
KINGS,190781.0,3207.0,49.0,472.0,275.0,13500,4003.0,80.11491381463902,1.2240819385460904,11.791156632525606,6.869847614289284,KINGS_13500,13500,9474,48.66486400683931,J A C CANGEMI CORP
KINGS,121125.0,2848.0,39.0,410.0,719.0,13600,4016.0,70.91633466135458,0.9711155378486056,10.209163346613549,17.903386454183266,KINGS_13600,13600,8357,76.21862524005435,BAYRIDGE CLASSIC PATISSERIE LTD
KINGS,139821.0,2305.0,301.0,326.0,802.0,13700,3734.0,61.73004820567756,8.061060524906265,8.730583824317087,21.47830744509909,KINGS_13700,13700,19436,17.59421331714743,402 NEW WAY GOURMET DELI CORP
KINGS,79482.0,2856.0,187.0,577.0,1047.0,13800,4667.0,61.19562888365117,4.006856653096207,12.363402614098993,22.43411184915363,KINGS_13800,13800,21195,47.35327685448885,CRITICS CHOICE DELI NY INC
KINGS,151643.0,2547.0,404.0,168.0,594.0,13900,3713.0,68.59682197683814,10.880689469431726,4.524643145704283,15.997845408025857,KINGS_13900,13900,1054,16.981003913979787,331 EXPRESS DELI GROCERY CORP
KINGS,53839.0,1437.0,113.0,382.0,184.0,14000,2116.0,67.91115311909263,5.3402646502835545,18.05293005671077,8.695652173913043,KINGS_14000,14000,522,122.83267569367716,BROOKLYN FINEST MINI MARKET CORP
KINGS,114722.0,697.0,37.0,124.0,199.0,14101,1057.0,65.94134342478714,3.500473036896877,11.73131504257332,18.82686849574267,KINGS_14101,14101,2943,60.60085277451663,520 FIFTH AVENUE FOOD INC
KINGS,141025.0,1092.0,0.0,381.0,546.0,14102,2019.0,54.08618127786033,0.0,18.87072808320951,27.043090638930163,KINGS_14102,14102,3639,6.581191093858677,LE FRENCH TART INC
KINGS,62847.0,1964.0,152.0,559.0,642.0,14200,3317.0,59.21012963521254,4.582454024721134,16.852577630388907,19.35483870967742,KINGS_14200,14200,16188,218.89076937657933,8325 DELI ON 5TH CORP
KINGS,131875.0,2287.0,371.0,297.0,1394.0,14300,4349.0,52.58680156357784,8.53069671188779,6.829156127845481,32.05334559668889,KINGS_14300,14300,13337,114.37077231671712,TOWN MARKET & GRILL CORP
KINGS,106667.0,3004.0,88.0,304.0,941.0,14500,4337.0,69.2644685266313,2.029052340327415,7.009453539312889,21.697025593728384,KINGS_14500,14500,23341,102.39195683726324,NEW WAY MINI MARKET INC
KINGS,109602.0,1857.0,0.0,170.0,689.0,14700,2716.0,68.37260677466863,0.0,6.25920471281296,25.368188512518408,KINGS_14700,14700,17842,109.75533049233438,GREEN WOOD MINIMARKET INC
KINGS,85625.0,984.0,0.0,185.0,217.0,14800,1386.0,70.995670995671,0.0,13.347763347763347,15.656565656565656,KINGS_14800,14800,6891,104.59607201031642,TASTY PASTRY SHOPPE LTD
KINGS,144032.0,1261.0,38.0,68.0,134.0,14901,1501.0,84.01065956029313,2.5316455696202533,4.530313124583612,8.927381745502998,KINGS_14901,14901,22110,17.22787810713768,FOOD U DESIRE 2 CORP
KINGS,134817.0,3754.0,7.0,386.0,856.0,14902,5003.0,75.03497901259244,0.1399160503697781,7.715370777533479,17.1097341595043,KINGS_14902,14902,17687,56.07235096603029,SUB HUB CORPORATION
KINGS,72708.0,1241.0,3.0,376.0,227.0,15000,1847.0,67.19003789929616,0.1624255549539794,20.357336220898755,12.29020032485111,KINGS_15000,15000,6891,134.1205505968101,TASTY PASTRY SHOPPE LTD
KINGS,190000.0,3484.0,13.0,293.0,432.0,15100,4222.0,82.52013263855993,0.3079109426811937,6.939838938891521,10.23211747986736,KINGS_15100,15100,1845,18.974891926068032,FOOD TRAIN INC
KINGS,76875.0,1711.0,126.0,682.0,526.0,15200,3045.0,56.19047619047619,4.137931034482759,22.39737274220033,17.274220032840724,KINGS_15200,15200,23315,365.7081441188858,C&S E SUPERETTE INC
KINGS,106750.0,2148.0,106.0,187.0,420.0,15300,2861.0,75.07864383082838,3.704998252359315,6.536176162181056,14.680181754631247,KINGS_15300,15300,3332,14.526326364400768,294 KIWI DELI & GROCERY INC
KINGS,190556.0,2891.0,217.0,186.0,461.0,15500,3755.0,76.99067909454061,5.77896138482024,4.953395472703063,12.276964047936085,KINGS_15500,15500,4344,27.51588956936804,JUICE PRESS LLC THE
KINGS,166372.0,3500.0,368.0,509.0,454.0,15700,4831.0,72.4487683709377,7.617470503001448,10.53612088594494,9.397640240115916,KINGS_15700,15700,2847,18.63536841261485,MANDELL FOOD STORES INC
KINGS,187883.0,3936.0,307.0,407.0,430.0,15900,5080.0,77.48031496062993,6.043307086614173,8.011811023622046,8.46456692913386,KINGS_15900,15900,19249,80.59718269565914,SHUN FA SEAFOOD MARKET INC
KINGS,84135.0,2796.0,323.0,873.0,853.0,16000,4845.0,57.70897832817338,6.666666666666667,18.01857585139319,17.605779153766772,KINGS_16000,16000,15722,95.2641731075645,FOOD YOU DESIRE CORP
KINGS,156429.0,2585.0,427.0,309.0,450.0,16100,3771.0,68.54945637761867,11.323256430655,8.194112967382656,11.933174224343675,KINGS_16100,16100,13347,75.44906574397014,FLATBUSH 271 DELI LLC
KINGS,87552.0,1350.0,143.0,114.0,922.0,16200,2529.0,53.38078291814946,5.654408857255833,4.507710557532621,36.45709766706208,KINGS_16200,16200,6296,123.03266676771932,AKA CONVENIENCE STORE INC
KINGS,123819.0,2646.0,789.0,210.0,229.0,16300,3874.0,68.30149716055757,20.366546205472385,5.420753742901394,5.911202891068663,KINGS_16300,16300,21884,137.86650884517294,STADIUM CONVENIENCE INC
KINGS,122625.0,749.0,388.0,86.0,84.0,16400,1307.0,57.30680948737567,29.686304514154557,6.579954093343535,6.426931905126243,KINGS_16400,16400,6296,835.0056358108225,AKA CONVENIENCE STORE INC
KINGS,217438.0,4698.0,180.0,706.0,692.0,16500,6276.0,74.8565965583174,2.8680688336520075,11.249203314212874,11.026131293817718,KINGS_16500,16500,13264,368.7232520387007,HIPSTER DELI GROCERY 1 CORP
KINGS,120938.0,1620.0,0.0,234.0,149.0,16600,2003.0,80.87868197703445,0.0,11.682476285571642,7.438841737393909,KINGS_16600,16600,1636,379.3466716927164,8425 GOURMET DELI CORP
KINGS,188827.0,3765.0,101.0,761.0,514.0,16700,5141.0,73.23477922583155,1.9645983271737015,14.802567593853336,9.998054853141412,KINGS_16700,16700,9150,144.7162887904777,1102 8TH AVE FOOD OF NY CORP
KINGS,100368.0,1474.0,0.0,550.0,127.0,16800,2151.0,68.52626685262668,0.0,25.56950255695026,5.904230590423059,KINGS_16800,16800,10694,635.7815928416201,Y&Y FARM CORP
KINGS,112419.0,4296.0,45.0,399.0,439.0,16900,5179.0,82.95037652056382,0.8688936088047886,7.704189998069125,8.47653987256227,KINGS_16900,16900,8052,25.405639029490327,236 PROSPECT MARKET LLC
KINGS,84116.0,1692.0,0.0,1272.0,192.0,17000,3156.0,53.61216730038023,0.0,40.3041825095057,6.083650190114068,KINGS_17000,17000,23403,254.9356742379196,BOLLA OPERATING CORP
KINGS,142560.0,3634.0,16.0,316.0,954.0,17100,4920.0,73.86178861788618,0.3252032520325203,6.4227642276422765,19.390243902439025,KINGS_17100,17100,826,92.144917108644,FRESH N SAVE FOOD CORP
KINGS,116983.0,1511.0,51.0,1201.0,464.0,17200,3227.0,46.82367524016114,1.5804152463588472,37.21722962503873,14.378679888441276,KINGS_17200,17200,8689,198.47125581057327,ELMANA DELI & GROCERY INC
KINGS,105197.0,1257.0,0.0,886.0,241.0,17400,2384.0,52.7265100671141,0.0,37.16442953020135,10.109060402684564,KINGS_17400,17400,1477,441.8844584354966,JAZMINS SPANISH AMERICAN FOOD INC
KINGS,86923.0,1598.0,23.0,708.0,339.0,17600,2668.0,59.89505247376312,0.8620689655172413,26.536731634182907,12.706146926536732,KINGS_17600,17600,12651,364.4005551041116,SHOREVIEW SPECIALTY INC
KINGS,77522.0,1273.0,54.0,1175.0,575.0,17800,3077.0,41.37146571335716,1.7549561260968474,38.18654533636659,18.687032824179397,KINGS_17800,17800,8502,130.21188195749292,MINI MARKET AZTECA CORPORATION
KINGS,94241.0,1090.0,1780.0,435.0,744.0,17900,4049.0,26.920227216596693,43.96147196838726,10.743393430476662,18.374907384539394,KINGS_17900,17900,18534,227.60613998381135,GREENE AVE CONVENIENCE CORP
KINGS,59033.0,1588.0,0.0,1078.0,832.0,18000,3498.0,45.39736992567181,0.0,30.81761006289308,23.78502001143511,KINGS_18000,18000,5432,97.3692400269724,BENSON MINI MARKET INC
KINGS,121600.0,2664.0,475.0,261.0,284.0,18100,3684.0,72.31270358306189,12.893593919652552,7.084690553745928,7.709011943539632,KINGS_18100,18100,11729,34.586092964378274,133 FOOD CORP
KINGS,59410.0,1160.0,0.0,1948.0,387.0,18200,3495.0,33.190271816881264,0.0,55.73676680972818,11.07296137339056,KINGS_18200,18200,18632,152.56902484286854,EL QUETZALITO DELI GROCERY CORP
KINGS,158060.0,1791.0,363.0,115.0,139.0,18300,2408.0,74.37707641196013,15.074750830564785,4.775747508305648,5.7724252491694354,KINGS_18300,18300,2728,199.2275469187298,NEW SABA DELI & GROCERY INC
KINGS,67284.0,1021.0,0.0,1101.0,144.0,18400,2266.0,45.057369814651366,0.0,48.58781994704325,6.354810238305383,KINGS_18400,18400,18841,170.48667315144712,FAVORITE CHOICE GROCERY INC
KINGS,41571.0,802.0,2704.0,272.0,1831.0,18501,5609.0,14.29844892137636,48.20823676234623,4.849349260117668,32.64396505615974,KINGS_18501,18501,8676,154.06515351441348,4 STAR CANDY DELI INC
KINGS,67426.0,1246.0,0.0,823.0,494.0,18600,2563.0,48.61490440889583,0.0,32.11080764728834,19.27428794381584,KINGS_18600,18600,11531,19.84062375072431,PAPA PASQUALE RAVIOLI&PSTA CO INC
KINGS,92469.0,819.0,287.0,96.0,241.0,18700,1443.0,56.75675675675676,19.88911988911989,6.652806652806653,16.701316701316703,KINGS_18700,18700,10264,153.10011814030565,WALGREEN EASTERN CO INC
KINGS,62056.0,1495.0,24.0,919.0,462.0,18800,2900.0,51.55172413793103,0.8275862068965517,31.689655172413797,15.93103448275862,KINGS_18800,18800,3662,24.66325887485712,15TH AVENUE MINI MARKET CORP
KINGS,65821.0,1745.0,37.0,2156.0,1257.0,19000,5195.0,33.58999037536093,0.712223291626564,41.50144369586141,24.19634263715111,KINGS_19000,19000,12055,149.2068132989194,NEW UTRECHT DELI CORP
KINGS,134583.0,1637.0,475.0,318.0,757.0,19100,3187.0,51.36491998744901,14.904298713523689,9.978035770316913,23.75274552871039,KINGS_19100,19100,18834,189.4515224378661,497 MYRTLE DELI CORP
KINGS,52885.0,910.0,9.0,1230.0,757.0,19200,2906.0,31.31452167928424,0.3097040605643496,42.32622161046111,26.04955264969029,KINGS_19200,19200,1453,68.6244986544495,NUTS FACTORY TRADE LLC
KINGS,67000.0,2555.0,1915.0,802.0,824.0,19300,6096.0,41.91272965879265,31.414041994750654,13.156167979002625,13.517060367454068,KINGS_19300,19300,23236,263.2153774656948,KHIMS MARKET INC
KINGS,47031.0,742.0,7.0,2484.0,513.0,19400,3746.0,19.8077949813134,0.186865990389749,66.31073144687667,13.694607581420184,KINGS_19400,19400,20587,182.37701336387653,LATTANZIO JOSEPH
KINGS,96106.0,1704.0,1325.0,15.0,354.0,19500,3398.0,50.14714537963509,38.99352560329606,0.4414361389052383,10.417892878163626,KINGS_19500,19500,23261,192.0246498738825,MYRTLE FOOD CORP 1
KINGS,78629.0,1593.0,274.0,1778.0,1239.0,19600,4884.0,32.61670761670762,5.61015561015561,36.4045864045864,25.36855036855037,KINGS_19600,19600,3020,28.24726651639101,MATAMOROS GROCERY CORP
KINGS,107149.0,2070.0,1024.0,200.0,383.0,19700,3677.0,56.29589339135165,27.848789774272504,5.439216752787599,10.416100081588253,KINGS_19700,19700,11255,40.84189326529929,CANDY & DELI CORP
KINGS,66563.0,811.0,0.0,811.0,258.0,19800,1880.0,43.13829787234042,0.0,43.13829787234042,13.72340425531915,KINGS_19800,19800,13815,108.1188518314841,BAGELIT INC
KINGS,118996.0,2038.0,863.0,209.0,633.0,19900,3743.0,54.44830349986641,23.056371894202517,5.583756345177665,16.911568260753405,KINGS_19900,19900,9111,44.29591081193016,907 YAFA DELI & GROCERY CORP
KINGS,76667.0,958.0,6.0,1050.0,496.0,20000,2510.0,38.16733067729084,0.2390438247011952,41.832669322709165,19.760956175298805,KINGS_20000,20000,13815,133.6910192716267,BAGELIT INC
KINGS,129720.0,2308.0,1259.0,248.0,202.0,20100,4017.0,57.45581279561862,31.341797361214837,6.173761513567339,5.028628329599203,KINGS_20100,20100,16429,109.17587647678472,ZUNO 975 CORP
KINGS,71875.0,910.0,49.0,786.0,207.0,20200,1952.0,46.61885245901639,2.5102459016393444,40.26639344262295,10.604508196721312,KINGS_20200,20200,13815,370.2336804171157,BAGELIT INC
KINGS,173125.0,1073.0,297.0,122.0,281.0,20300,1773.0,60.51889452904682,16.751269035532996,6.880992667794699,15.848843767625493,KINGS_20300,20300,6061,114.88371773715632,MAHFOOD GLENROY
KINGS,89474.0,1542.0,0.0,293.0,57.0,20400,1892.0,81.50105708245243,0.0,15.486257928118391,3.012684989429176,KINGS_20400,20400,2109,419.8751453024541,7201 FOOD CORP
KINGS,128281.0,2003.0,422.0,557.0,133.0,20500,3115.0,64.30176565008026,13.547351524879614,17.881219903691814,4.269662921348314,KINGS_20500,20500,21110,138.4751801191515,PROSPECT HEIGHTS DELI CORP
